metric_name,full_system,raw_generic_flash,task_aware_direct_flash
bertscore_f1,0.9245569610595703,0.896492805480957,0.9226817059516906
bleu,0.3595196580856506,0.23831319017895491,0.3091048197022143
chrf,0.5971668356507535,0.4676202003274204,0.5488031928098909
corpus_bleu,0.3481852594156668,0.2208983369847386,0.2945108528856247
corpus_chrf,0.5961112730394607,0.4601358776377163,0.5397370227230034
corpus_ter,0.8719230205237803,2.875585977867348,0.8961592742444028
meteor,0.5550263254555478,0.4495142921499082,0.5060670276009029
rougeL,0.5599180765631813,0.44402278705950704,0.5375418805817626
ter,0.7160801660883257,2.63034822743936,0.735125538057702
